bedrooms,total_sqft,bath,balcony,price
2,1240,2,1,60
3,1535,3,1,78
2,1180,2,2,75
6,2200,6,2,68
2,1400,2,2,78
1,500,1,1,25
4,4800,4,3,525
3,1984,4,1,146
4,3000,5,3,250
3,1960,3,3,160
2,1035,2,1,45
4,2150,4,1,80
3,1700,3,2,115
4,3024,5,1,248
3,1586,3,1,100
3,2264,,,155
4,2325,4,1,120
2,1120,2,2,55
3,1440,,,67.98
2,1128,2,2,59
6,1200,6,2,250
2,924,2,2,65
3,1600,3,2,52
2,1006,2,2,35
2,1200,2,2,55
2,1250,2,1,62
3,1200,3,1,130
2,957,2,1,56
2,1140,2,2,41
2,1050,2,1,67
3,1565,3,2,88.5
2,1190,2,3,57
3,2842,3,2,162
3,1558.67,2,2,65
1,630,1,1,39
3,1403,2,2,60.81
3,1542,2,3,85
4,2750,4,0,220
4,3596,5,1,290
3,1635,2,,78
2,1239,2,1,53
2,1194,2,2,47
3,1596,3,1,105
2,1009,2,1,38.34
3,1726,3,2,81.99
3,1535,3,2,86
3,1300,2,1,58.5
4,3100,4,2,465
3,1800,3,3,80
1,665,1,0,50.75
9,4050,7,1,1200
3,1500,2,1,100
2,925,2,2,48
4,3356,4,,251
2,1395,2,1,63.59
3,1415,2,1,55
3,1419,2,2,59
2,1121,2,2,78
3,1082,2,1,45
2,1100,2,1,47
3,1606,3,3,89.55
3,1650,3,2,88
3,4634,4,3,1015
2,1206,2,3,75
3,1495,2,0,64
8,840,7,2,195
2,710,2,2,16
2,1210,2,1,72
3,1523,2,2,53.4
2,1232,2,2,45
1,680,1,1,44
3,1355,3,1,83.87
3,1430,2,2,51.46
3,1275,2,2,43.85
2,1070,2,1,56.1
3,1200,3,1,85
4,2000,4,0,120
2,1200,2,2,40
3,1610,3,1,90
2,1140,2,2,43
2,1143,2,2,38.65
4,3467.86,6,3,249
3,1530,2,2,74.4
2,980,2,2,69
3,1485,3,2,65
3,1500,3,1,130
2,1280,2,1,75
2,1265,2,2,85
2,1132,2,1,67
2,1262,2,2,63
2,940,2,1,49
3,1515,3,3,88
3,1300,3,3,150
3,1840,3,1,69
2,890,2,2,45
3,1655,3,2,86.06
3,2060,3,1,149
3,1730,3,1,96
3,2195,4,2,127
3,1650,3,2,125
2,1200,2,0,71
2,1079,2,1,32.37
2,1085,2,1,36
7,5000,7,,299
2,1075,2,1,51.5
2,1380,2,1,80
3,1450,3,1,65
2,1200,2,2,78
3,3200,4,,350
3,1639,3,1,98.32
2,1200,2,1,54
3,1739,3,1,116
4,4346,5,,500
2,935,2,1,32.72
1,510,1,1,25.25
6,1200,6,3,180
2,1178,2,3,47
3,1375,2,1,50
3,1065,2,1,33
3,1450,2,1,50.75
2,999,2,3,45
2,4400,3,2,475
5,1350,4,1,135
2,1100,2,2,40
3,1835,2,3,155
4,2090,4,0,95.1
3,1519,3,1,93
3,1267,3,2,56
2,1150,2,3,72.2
2,1146,2,1,70
8,1200,7,0,235
3,1550,3,3,65
2,850,1,1,18.5
3,2200,3,,187
3,3329,3,2,330
1,785,1,1,55
3,2900,4,,300
3,1610,3,2,74
2,921,2,2,40
3,850,3,2,95
5,2700,5,0,158
3,1700,3,3,110
2,1020,2,2,35
2,1090,2,3,52
4,3600,4,,300
2,1027,2,2,44
2,1185,2,2,42.1
2,850,2,1,25
2,1197,2,1,84
4,3500,3,3,450
2,920,2,2,39.55
2,1105,2,1,65
3,1850,3,3,100
3,1300,3,1,64
3,1595,3,2,76
4,3073,5,2,696
2,755,2,1,37.49
5,4050,5,2,140
3,1300,2,3,69
2,1215,2,0,50
2,900,2,1,46
2,1145,2,3,58.4
2,1093,2,2,65
3,1213,2,2,41.39
3,1654,3,2,100
2,1105,2,1,52.48
3,1611,2,2,66
2,1367,2,2,62
2,1010,2,1,51
3,750,2,1,75
3,1535,3,1,95
2,620,2,1,22
2,982,2,1,47.65
2,1700,2,2,150
2,1330,2,1,71
3,2500,3,2,135
3,1475,2,2,58.99
3,1410,3,1,65
1,440,1,1,16.5
3,1614,3,2,95
2,1363,2,2,68
2,650,2,0,28
2,1015,2,1,45
2,1156,2,2,46
2,1100,2,1,62.7
3,1455,3,2,46
2,930,2,1,45
3,1650,2,2,80
2,1200,2,0,90
1,700,1,0,150
4,2900,3,,135
3,1890,4,3,127
3,2197,4,3,280
3,3522,3,2,380
3,1240,2,2,46
2,1440,2,2,98
1,650,1,2,38
1,764,1,1,32
5,900,4,0,90
3,1693,3,3,57.39
3,1445,3,2,65
2,900,1,0,45
2,1030,2,,55
3,1381,2,2,52.48
2,1100,2,1,60
3,1575,3,2,66.39
2,1200,2,1,65
2,1200,2,2,43.2
2,1080,2,2,80
5,2280,5,,200
3,1360,2,2,85
3,1865,3,1,124
3,1157,2,1,75
2,674,2,1,29
3,1405,2,1,78
2,1160,2,2,44.08
4,1600,3,1,172
3,1790,3,2,127
2,1128,2,1,65.65
2,1180,2,1,70
3,1450,2,2,85
1,340,1,1,10
4,2000,3,1,166
2,1050,2,2,53.5
2,1125,2,2,40
2,1246,2,1,68
2,1372,2,1,61
3,1330,2,1,56
3,2465,5,2,234
2,1300,2,3,55
2,1420,1,0,220
4,810,4,1,50
2,1065,2,1,35
2,700,2,0,27
2,547.34,2,0,42.72
2,1050,2,1,45
3,1250,3,3,39.5
2,865,2,0,42
2,1200,2,2,44
3,1756,3,3,100
9,750,8,,150
1,628,1,1,24
7,1200,6,2,195
2,1207,2,2,63
3,1765,3,1,125
2,1130,2,1,32.64
3,1532,3,3,92
3,1650,3,0,110
4,1200,4,2,105
2,804.1,2,1,69.09
2,1200,2,2,75
2,1197,2,2,50
2,1200,2,2,66
3,1385,2,2,48.48
2,1010,2,3,148
3,2225,3,3,115
2,1180,2,2,48
3,1525,2,3,122
2,1100,2,2,31.5
3,1435,3,3,70
1,400,1,1,14
2,1200,2,2,50
2,1272,2,1,95.05
2,1205,2,1,39
2,980,2,1,40
2,1225,2,2,46.86
3,1541,3,1,72
3,1610,2,2,111
2,1694,2,2,125
3,600,3,2,75
2,950,2,1,39
3,1560,2,3,66
2,1201,2,2,27
2,1500,2,1,60
3,1785,3,2,75
2,1258,2,1,63.53
2,910,2,2,42
2,1297,2,2,112
2,1291,2,3,49
2,1070,2,2,42
2,1012,2,1,66.5
2,1260,2,3,57.6
2,1282,2,2,72
3,1843,3,2,92.15
4,2400,3,,200
5,3356,5,2,105
4,2790,5,3,198
2,1330,2,1,86.98
3,1400,2,1,73
2,1192,2,1,71
2,1000,2,1,130
2,1297,2,2,103
1,580,1,0,17.835
3,1490,3,2,100
3,1373,3,2,72
2,1035,2,1,41.39
4,3750,4,0,210
2,1010,2,1,40.39
2,1195,2,1,42
3,1750,3,2,95
2,1052,2,2,50
2,1180,2,2,58
5,3680,4,2,440
3,2100,3,2,73
4,2863,4,1,140
2,1128,2,2,38.24
3,2700,3,1,450
2,1120,2,2,33.6
3,2424,3,2,90
2,1300,2,1,60
2,1090,2,2,32.69
3,2710,3,1,251
2,3040,1,1,180
3,1330,2,2,46.55
3,1427,2,1,80.63
3,1294,2,2,48
3,1580,3,2,75
5,400,5,1,200
3,1808,4,2,80.27
4,3516,4,3,540
2,1194,2,2,47
2,900,2,1,46
3,1310,2,3,50
2,900,2,1,46
4,3850,6,3,195
7,925,7,3,88
2,2400,1,1,150
2,1290,2,3,100
6,3770,6,3,110
3,1390,3,1,120
4,1200,4,2,72
2,845,2,1,33
3,1537,3,3,120
2,1135,2,2,68
3,1512,3,2,75.77
2,900,2,1,55
3,1230,3,3,54
3,1378,2,3,42.33
2,1277,2,1,61.3
3,1985,4,2,189
5,8000,5,,500
2,1210,2,2,62
2,890,2,,40
9,2550,9,0,360
4,1200,5,2,110
4,3198,4,3,200
3,1464,3,2,56
4,2483,5,2,215
4,1550,4,2,130
4,4111,4,1,310
2,975,2,2,37.5
3,2500,3,1,250
3,1690,3,1,125
2,1063,2,1,31.89
3,2572,3,3,390
3,2200,4,,350
3,1600,3,0,80
3,1250,3,1,39.5
1,520,1,0,19.5
4,4000,5,,212
3,1390,3,2,68
2,1185,2,2,40
2,1219,2,2,48
3,1564,2,1,92
4,3425,6,0,228.5
2,1100,2,2,37.1
3,1300,2,0,60
3,1600,2,0,80
3,1600,3,2,75
3,1482,2,1,92
3,1000,4,3,66
2,1200,2,3,53
3,600,3,2,75
2,1200,2,0,58
6,600,4,0,60
3,2400,3,0,160
3,1469,3,1,89
1,551,1,1,30
2,1160,2,1,52
2,1205,2,1,78.5
3,1550,2,3,52
3,1745,3,2,125
2,1028,2,1,42
3,1700,3,1,180
3,1200,2,1,34
3,2700,4,1,270
2,1100,2,2,50
2,1200,3,1,72
2,1269.72,2,2,68
2,1266,2,2,59
2,1060,2,1,62
3,1168,3,0,70
2,1552,2,1,51
3,1804,3,0,120
1,500,1,1,17
2,1080,2,2,43.2
4,2100,4,,155
2,1300,2,2,65
2,920,2,2,33
4,817,2,1,120
2,1310,2,1,50
3,1650,2,1,75
3,1515,3,3,93.93
2,1157,2,1,53.8
4,2400,5,1,85
4,3000,4,3,160
3,2200,2,1,162
2,1243,2,1,58
3,1530,2,2,74.39
3,2070,3,3,162
3,1815,3,2,82
4,3900,4,3,300
2,1000,2,1,28.88
2,982,2,2,24.55
2,1232,2,2,89
3,1282,3,2,178
1,654,1,1,38.4
2,1181,2,0,55
3,1075,2,1,45
4,1200,4,2,245
3,1616,3,1,75
5,1800,6,0,44.5
6,1200,4,1,135
3,1306,3,2,54.65
3,1626,3,3,89
6,2700,4,2,214
3,1585,3,2,88
2,1370,2,1,56.17
5,3250,5,3,900
2,1495,2,2,90
3,2000,3,2,210
5,2400,4,1,300
3,1375,3,0,57
4,3630,6,0,224.5
3,1400,2,2,48
5,1100,5,0,135
1,660,,,28.585
4,1200,4,2,215
2,1150,2,2,46
2,1080,2,1,54
3,1645,3,2,100
3,1760,3,3,176
1,595,1,1,42
3,1200,3,1,125
4,4000,4,0,314.5
2,1410,2,3,67
2,1090,2,1,31.48
1,540,1,0,30
2,1300,2,2,60
3,1890,2,2,85
2,1254,2,1,53
7,2800,7,2,125
2,1275,2,,120
3,1245,2,2,68.48
2,1170,2,2,86
2,1193,2,1,86
2,850,2,1,25.4
3,1678,3,3,70
3,1600,3,3,75
3,1750,3,2,84
2,1125,2,2,62
4,2200,4,3,235
3,2800,2,0,200
2,1200,2,1,120
2,1000,2,1,50
4,2780,5,2,480
3,1320,2,1,38.13
27,8000,27,0,230
4,2422,4,2,160
2,1100,2,1,50
2,882,2,1,30
2,845,2,1,37
2,883,2,1,39
1,620,,,48.145
3,1595,3,3,88
2,1280,2,0,85
4,1700,2,1,550
2,920,2,0,35
2,1300,2,3,57
2,1450,1,0,230
3,1757,3,2,132
1,600,1,1,16.5
4,2400,3,2,142
2,1240,2,1,44
10,750,10,,90
2,1330,2,1,93.36
2,1062,2,1,42.47
2,1078,2,2,45
3,1460,2,2,72
3,1200,3,2,68.5
1,1200,1,1,48
3,912,2,1,39
5,2400,5,1,625
4,2028,4,3,162
2,980,2,1,45.47
2,1000,2,2,40
2,1050,2,1,62
3,2611,3,1,239
3,1875,2,2,150
2,1065,2,1,42.6
3,1800,3,2,180
2,1163,2,2,98.86
2,1098,2,1,72
3,1725,2,2,100
4,4000,4,2,330
2,1128,2,2,75
8,1320,6,2,200
3,1705,3,1,74.16
2,1418,2,2,95
3,1500,3,1,160
2,1100,2,2,50
3,1464,3,2,56
2,812,2,2,55
4,2695,,,204
2,1280,2,2,40
2,1420,2,2,136
11,1200,11,0,170
6,727,6,2,66
4,1200,2,1,150
4,2774,4,,207
3,2000,3,2,85
3,1722,3,,95
3,2800,3,1,330
,2000,,,124
3,1650,3,3,175
2,840,2,2,27
2,914,2,2,47
3,1482,2,2,83.73
3,1724,3,2,127
3,1670,3,3,91.86
2,1184,2,3,53
2,1200,2,1,55
2,1200,2,0,65
2,927,2,2,55
2,1242,2,3,39.7
3,1220,3,1,35.23
3,1360,2,1,75
4,2800,4,2,240
2,1180,2,2,72
3,1697,3,2,108
2,550,2,1,26
2,1225,2,1,57
3,1690,2,2,55
10,1660,10,,475
3,1488,3,,57
3,1250,2,1,80
1,1050,1,1,44
2,1027,2,2,44
3,1699,3,3,81.94
2,1205,2,2,58
4,712,2,1,67.5
2,950,2,3,39
2,1200,2,0,70
3,1476,3,1,120
2,1070,2,1,55
3,2160,4,2,172
2,1296,2,1,75
2,1800,1,1,128
3,1570,3,3,64.5
2,1300,2,3,110
4,1550,2,2,65
2,770,1,1,40
3,1870,3,,110
3,1650,4,,160
3,1429,3,3,86
3,1167,2,2,39.98
2,1035,2,1,41.73
3,1188,2,2,38
5,1200,4,2,285
1,884,2,2,36
2,1194,2,2,46
2,1026,2,1,60.87
7,1400,6,3,200
2,1115,2,2,50
2,1200,2,1,125
4,2690,4,3,191
2,975,2,1,58
3,675,3,2,72.5
4,1900,2,1,170
3,600,3,1,100
2,1101,2,2,65.5
3,1700,3,3,135
4,3606,4,2,312
2,1258,2,2,115
3,1560,3,,92
4,3630,6,1,195
3,2000,3,2,250
4,2790,4,3,198
3,1494,2,2,94.55
3,1482,2,1,87
2,800,2,3,50
2,1185,2,2,47.39
2,1100,2,2,71.5
2,1300,2,0,120
2,1225,2,2,150
3,1758,3,2,65
2,1145,2,2,55
2,1180,2,2,50
2,1260,2,2,58
4,3450,,,173
2,1190,2,2,55
3,1691,3,2,119
4,3675,4,3,367
3,1305,3,,95.45
3,2337,4,3,292
2,1200,2,2,150
2,1206,2,1,217
5,1350,4,1,130
2,1140,2,1,50.66
2,1250,2,2,65
3,600,2,1,60
2,1225,2,2,48
2,800,2,2,28
2,1020,2,1,58
4,2100,2,1,50
2,1350,2,1,80
2,925,2,1,40
4,1800,3,1,220
3,2000,3,1,100
3,1510,2,1,75
5,5800,7,,1200
3,1614,3,1,110
3,682,2,1,130
2,1200,2,0,95
2,900,2,0,55
4,1632,3,0,145
2,1041,2,2,65.5
6,5080,7,,450
4,3012,6,2,250
3,1530,3,2,74.5
3,1450,2,2,135
2,1200,2,2,75
4,1200,4,,130
3,1508,2,1,110
7,600,7,3,106
2,1188,2,3,73
4,2690,4,3,199
2,1174,2,1,76
3,1350,3,1,58.99
3,1870,3,3,185
2,1072,2,1,25
3,52272,2,1,140
2,726,2,1,31
2,1345,2,2,106
2,1200,2,2,45
2,980,2,0,37
2,1050,2,1,77
2,993,2,1,39.71
3,1300,2,2,52
3,1743,3,2,85
4,1204,4,1,125
2,1200,2,0,67
3,1480,3,2,90
2,950,2,2,32.5
1,640,1,0,55
2,972,2,1,44
3,1840,3,3,98
2,1128,2,1,64
2,680,2,0,42
2,2400,2,1,95
2,1045,2,2,42
2,955,2,3,53.55
3,1360,2,2,54.39
2,1150,2,2,63
4,3450,4,3,294
2,1115,2,2,56.87
2,920,2,2,46
2,1030,2,1,41
3,1564,3,1,101
2,1045,2,1,45
4,1200,4,1,83
2,1277,2,2,55
3,2479.13,3,1,215
3,1846,3,2,140
2,1100,2,0,106
3,1690,3,,75
2,1200,3,0,70
4,3042,4,0,131
3,1640,3,3,223
2,1068,2,1,40.05
2,1135,2,2,58
3,1925,3,2,120
3,1615,3,2,60
1,650,1,1,26
9,1200,9,3,120
2,1150,2,3,42
6,930,6,1,135
3,1410,2,2,45.12
3,600,2,0,100
3,2000,3,3,207
3,1354,3,1,90
2,1050,2,0,110
1,600,1,1,28
4,1320,2,1,110
3,1600,3,2,88
4,3500,6,2,225
2,1000,2,1,36
3,1130,3,1,38
2,1238,2,1,67
3,2204,2,3,305
8,1200,12,,110
3,1364,2,3,46.38
2,900,2,1,45
3,1745,3,2,104
2,1200,2,1,53.33
2,1020,2,1,42.83
3,1650,3,2,118
3,1550,2,3,70
2,1440,2,2,60
3,1329,2,2,45.95
2,916,2,1,42
1,688,1,2,50
3,1358,3,3,50
2,1331,2,1,107
1,686,1,1,62.5
2,1050,2,2,50
3,2106,3,2,126
3,1718,3,2,90.2
3,1530,3,2,57
2,1206,2,2,56
2,1075,2,3,52
3,1200,3,1,95
3,1936,2,2,54.21
4,2172.65,3,3,120
3,1100,2,2,75
3,1260,5,1,185
8,990,12,0,120
3,800,2,1,80
2,1117,2,3,29.99
3,1685,2,1,110
2,740,2,1,37
4,1080,4,2,250
4,1500,2,2,93
3,1800,3,2,115
3,1700,3,2,130
2,850,2,2,37.93
3,1891,3,1,139
2,1400,1,1,80
2,1172,2,2,82
3,1400,2,2,40.43
2,896,2,1,43.75
2,1180,2,2,65
7,2460,7,1,350
2,850,2,1,33
1,530,1,1,18
3,1550,3,3,110
3,1699,3,3,97
4,2025,4,3,109
1,500,2,2,14
1,500,1,0,20
2,1146,2,1,38.5
3,2475,4,3,332
2,1455,2,1,145
2,800,1,0,50
1,765,2,2,30
3,1521,3,1,94.99
3,1600,2,2,55
3,3155,4,2,370
3,2900,4,,240
3,1765,3,3,105
3,1980,3,2,88
3,1900,3,1,135
2,1265,2,3,70
2,1034,2,3,40
2,1012,2,1,59
2,1070,2,1,54
4,3555,4,1,230
3,1270,2,2,70
2,585,1,0,70
3,2045,4,3,154
3,1490,2,2,98
7,6150,6,1,830
2,883,2,1,40
1,671,1,1,36.85
2,1156,2,2,32
3,2017,3,2,125
4,3122,6,2,235
3,1635,3,1,62
7,4400,9,,120
2,1296,2,1,89
6,2400,4,2,280
2,1139,2,2,62
2,1230,3,2,47
1,581.91,2,1,25
2,1245,2,1,86.28
3,1158,2,2,85
4,3951,4,2,220
2,550,1,1,15
1,360,1,1,26
3,1350,3,1,55
3,1670,3,2,120
3,1600,2,2,65
2,1307,2,2,51.6
3,1050,2,1,57
3,1703,3,,101
3,1210,2,1,58
2,1025,2,1,29.6
2,1140,2,2,43
3,1343,2,2,56.41
3,1560,3,2,85
2,925,2,2,51
3,1420,2,2,75
2,1415,2,3,110
2,1210,2,2,60
3,1852,3,2,160
3,1250,3,2,50
2,1100,2,1,65
2,1150,2,1,40.25
2,1100,2,1,53.35
2,1350,1,0,100
3,1546,3,2,99
2,1424,2,2,90
3,1398,3,1,68
3,1650,3,2,200
4,1200,4,0,120
3,1476,3,2,105
2,500,2,1,70
3,1322,2,2,58.82
2,432,2,1,40
2,1100,2,2,55
4,4750,5,,600
3,1285,2,2,68
2,1150,2,2,80
3,1430,2,2,56
3,1350,2,2,62
3,1350,3,3,195
2,1185,2,2,65
3,1760,3,2,67
4,2400,5,2,350
2,900,2,1,41
2,1297,2,1,105
3,1840,3,2,155
2,950,2,1,50.79
5,1200,4,1,70
2,950,2,1,52
2,1250,2,0,95.815
3,1571,3,2,89
2,1031,2,1,55
2,1485,2,1,90
2,1109,2,1,60
3,2200,3,2,180
1,950,1,1,50
3,1200,2,0,150
2,1161,2,1,55.15
3,2350,3,3,300
2,1003,2,1,40.6
2,1350,2,1,185
2,1080,2,2,37
2,1255,2,2,73
2,1250,2,0,60
4,1700,4,1,152
3,1200,2,0,66
2,824,2,0,60
3,1875,3,1,167
3,1320,2,1,38.12
5,9600,5,2,550
3,1330,2,1,47
3,1220,3,2,56
3,1111,3,1,50
2,1197,2,1,47.88
4,2519,5,2,185
3,1340,2,1,100
4,1450,3,3,132
3,1837,3,3,145
4,1200,4,,245
2,1238,2,3,55
3,1405,2,2,59.01
4,1690,3,2,80
3,1620,2,1,110
3,1673,3,2,115
2,1090,2,0,58
2,1112,2,2,40
3,1385,2,2,66.65
2,545,1,1,27
2,985,2,1,58
1,670,1,0,36.29
2,1080,2,1,37.8
2,1430,2,1,97.52
2,1050,2,2,43
4,2000,4,1,139
4,4800,4,3,190
3,1533,3,2,115
4,2800,3,2,500
3,2610,3,,399
3,1750,3,2,150
3,1200,2,0,66
2,1352,2,2,87.5
3,1754,3,2,125
3,1560,3,2,85
4,3012,6,2,268
4,3584,4,,199
3,1470,2,1,90
2,1035,2,1,45
4,2400,5,,329
2,1160,2,1,52
2,1100,2,2,52
2,1170,2,,38
1,595,1,1,31.83
3,1650,3,2,110
3,1875,2,3,235
4,800,4,1,80
3,1375,2,3,48.06
2,1235,2,1,46.8
1,750,1,2,25
3,1400,3,1,115
3,1270,2,2,50.79
2,1105,2,1,51
3,1375,2,3,85
4,2168,4,2,95
8,1200,8,3,90
2,1065,2,1,40.84
3,3800,3,0,580
9,3125,9,,350
1,825,1,1,45
2,1095,2,0,40
3,720,3,3,65
3,1440,2,2,60.33
2,870,2,1,39.5
2,1195,2,1,84
2,1200,2,1,49.5
3,1530,3,3,61.2
3,1708,2,1,90.5
2,975,2,1,43
2,750,2,1,25
8,1200,8,2,190
3,1920,3,2,130
6,1200,5,2,240
2,1183,2,1,58.56
4,1140,4,1,90
3,1550,2,2,65
2,1110,2,3,53
8,1500,10,3,165
2,1105,2,1,38.67
3,1800,3,2,68
5,2800,4,2,200
2,1000,2,2,29.9
2,1190,2,2,68
4,1350,4,1,200
4,3067,4,2,230
3,1929,4,1,103
3,1525,3,1,100
3,1775,3,3,110
2,1125,2,1,63
2,900,2,2,42
2,1155,2,1,58
4,1200,4,0,75
2,1268,2,1,73
3,1500,3,2,88
1,630,1,1,47
3,1525,3,2,65
2,1060,2,2,48
3,1687,3,3,127
3,1847,3,2,123
3,1410,2,3,53
2,1075,2,1,42.99
4,3526,4,,492
3,3000,3,0,338
3,1500,2,1,143
2,1010,2,2,46
3,1875,3,3,110
5,1200,6,,137
2,983,2,1,50.6
2,1101,2,2,65
2,1140,2,1,76
2,1215,2,2,110
2,1007,2,3,42
3,2039,3,2,168
3,1020,3,2,110
2,1198,2,1,84
4,4000,4,1,520
4,1470,4,2,34.5
2,1370,2,2,75
2,1316,2,3,55.5
3,1350,3,1,55.5
2,1050,2,1,43
3,1005.03,3,0,47.405
2,921,2,1,34
2,1010,2,1,49.27
2,1015,2,1,43
3,1200,2,0,66.5
2,1179,2,1,75
4,1850,4,2,86
2,870,2,1,24
3,1605,3,2,85
4,2800,4,2,89
3,2475,4,3,320
2,3000,2,0,510
6,2400,7,2,110
2,1000,1,1,55
2,1200,2,0,80
2,1200,2,2,125
2,1200,2,1,66
2,1200,2,2,50
2,1255,2,1,57.5
2,1085,2,2,30.38
3,1592,3,,125
2,1313,2,1,58.27
3,1934,3,2,150
2,1200,2,1,49.5
6,3600,6,2,120
2,935,2,1,45
2,877,2,2,30
2,936,2,2,42
3,1470,2,2,110
1,1050,1,1,70
2,1232,2,0,69.61
3,2225,4,2,169
3,1200,2,0,80
3,1901,3,2,119
3,1819,3,2,100
3,1464,3,2,56
,2400,,,460
4,3630,6,0,200.5
4,5000,4,3,290
4,1200,4,3,169
2,1256,2,1,60
2,1100,2,2,44
4,4800,3,3,302
3,1435,3,3,70
4,3245,4,,250
3,1845,4,1,110
3,2400,4,1,130
2,1140,2,2,46
2,1200,2,0,60
3,2254,3,2,170
3,1750,3,2,150
2,1020,2,1,37
1,515,1,1,25
3,1893,3,2,140
3,3025,3,0,500
2,830,2,0,34
2,600,2,1,36.5
3,1075,2,1,90
4,3200,4,2,1200
2,1200,2,1,78
2,1233,2,2,77.65
2,1255,2,2,65.26
2,1200,2,2,37.8
3,2145,3,2,175
5,1500,5,,85
2,740,2,1,34
3,1250,3,3,48
2,1210,2,2,40
3,1525,2,2,60
1,540,1,0,36
3,1240,2,1,84
3,1245,2,1,68
3,1865,3,3,350
2,1004,2,0,36.43
3,1075,2,1,35.99
2,2200,2,1,55
2,1155,2,1,60
2,1520,2,3,62
4,3122,6,2,245
2,1290,2,1,85
3,2300,3,,80
4,3000,4,0,200
1,400,1,0,14
3,1340,2,3,53.6
2,900,2,1,95
6,1800,4,,324
2,987,2,1,49
3,1720,3,2,100
2,1040,2,1,50
2,900,2,0,64
2,1030,2,1,50
3,2556,3,2,133
3,1850,3,1,168
4,750,4,3,110
2,1028,2,1,31.86
2,1270,2,1,83
3,1655,3,1,115
2,940,2,1,40
2,1050,2,2,85
4,600,4,1,40
2,946,2,1,38
3,1726,3,3,145
3,2121,4,3,253
2,1404,2,1,75
3,1525,2,2,48
2,1025,2,2,57
5,1575,4,0,150
2,860,1,1,43
3,1223,2,1,42.81
4,3750,3,,550
2,1197,2,1,47.8
2,1150,2,1,52.75
4,4800,5,3,629
2,1040,2,2,46
2,1310,2,2,80
3,1788,3,2,98.34
2,1144,2,2,38.55
2,1070,2,2,39
2,1200,2,2,70
3,1862,3,2,120
2,1200,2,1,58.5
2,970,2,2,27
3,1646,3,2,79.5
4,4395,4,2,242
5,1200,4,1,100
3,1995,3,2,135
4,2400,4,2,450
2,1085,2,1,47.74
2,1139,2,2,56.8
2,1092,2,2,44
3,1767,3,2,98
3,1700,3,,80
3,1692,3,2,88
3,1645,3,3,100
3,1345,2,1,57
2,1100,2,1,60
3,1408,3,3,62
4,2400,4,1,240
4,1920,4,2,200
5,6040,4,,170
3,2072,4,2,150
2,1420,2,1,158
3,2040,3,2,137
3,1220,3,2,56
4,1200,4,2,145
2,1300,2,1,79
2,1150,2,2,39
2,1470,2,2,86
2,1063,2,1,31.9
2,1311,2,2,48
4,3500,4,3,350
4,600,2,1,100
3,1400,2,2,55
2,2200,2,0,62
3,1430,2,2,56
2,1060,2,2,55
3,1000,2,0,110
3,1760,3,2,145
3,2010,3,3,92
3,1480,2,2,64.23
3,1230,2,2,43.5
3,1300,3,3,65
4,800,4,0,120
4,4850,6,2,385
2,1100,2,1,52
3,1752.12,3,2,116
2,957,2,1,46.9
1,645,1,0,41.9
3,1942,3,2,102
2,1000,2,2,53
1,668,1,1,36.85
5,3000,6,3,1000
3,600,2,1,80
2,1089,2,1,43.55
3,1800,3,3,90
1,960,2,1,18
2,1036,2,3,39.35
3,1583,3,3,105
4,3300,4,0,150
2,1100,2,2,65
1,800,1,1,100
2,1246,2,1,65
2,850,2,3,28
2,1196,2,2,51.51
3,1697,3,2,114
2,1000,2,0,64
3,1567,3,3,90
2,1200,1,1,36
4,3750,6,3,290
2,950,2,2,45
2,1022,2,2,52
2,1018,2,0,23.45
4,2000,3,2,25
2,1322,2,2,68
4,1800,4,2,145
3,1460,2,2,58.39
2,990,2,1,44.55
3,2400,3,1,260
3,1635,2,2,85
4,3526,4,1,558
4,3400,3,1,210
3,2770,3,1,460
4,2710,5,0,200
3,1533,3,2,85
3,1720,3,1,134
3,2000,3,1,200
2,1185,2,2,75.84
2,900,2,1,27
1,395,1,1,10.25
2,1031,2,1,56.35
6,2400,8,2,650
4,2650,4,2,240
5,2400,5,1,415
3,1330,2,2,46.55
2,1259,2,2,57
3,1570,3,2,88
3,1075,2,1,36
2,1216,2,1,79
3,1428,2,2,66
2,1160,2,2,40.59
3,600,2,1,110
3,1475,3,2,70
3,1754,3,2,135
3,1639,3,1,83
3,1804,3,2,102
3,1200,3,2,56.2
2,1135,2,3,55
2,1260,2,2,46.62
5,1440,5,1,110
3,2160,3,2,160
7,700,6,,85
2,1220,2,2,59.5
2,1200,2,0,67
2,1300,2,3,65
1,605,1,1,29
6,1230,4,1,210
2,1444,2,1,75.97
2,924,2,1,45
2,1000,2,1,30
4,600,4,0,95
3,1200,3,3,225
2,845,2,1,29
2,700,2,1,35
2,1187,2,2,58
3,1625,3,2,55
2,1200,2,2,83
2,1452.55,2,3,110
3,2357,3,2,151
2,1200,2,1,49.5
2,1139,2,2,56.85
1,600,1,0,97.5
3,1660,3,3,75
2,1170,2,3,105
2,1448,2,2,68
3,1762,3,3,110
2,1105,2,1,38.65
3,1825,3,1,105
1,296,1,0,22.89
5,1200,4,1,85
2,1185,2,2,43
3,1320,2,1,38.12
2,1058,2,1,48
2,1220,2,2,60
2,925,2,1,25
2,1200,2,1,72
3,1160,2,2,40.6
3,600,4,3,72
3,1411,3,2,91.72
3,1550,3,2,78
4,3250,4,3,230
3,2475,4,,130
4,2249.81,,,260.5
4,2503,4,0,188
4,2524,5,2,190
2,1063,2,2,42
